mode,sweep_param,layer1_role,layer2_role,hbm_ring_coverage,hbf_outer_ring_coverage,model_size_gb,num_layers,hidden_dim,num_experts,top_k,sequence_len,micro_batch_size,grad_accum_steps,data_parallel_degree,training_mode,lora_rank,route_diversity,expert_capacity_factor,activation_checkpoint_ratio,activation_offload_ratio,prefetch_accuracy,weight_prefetch_depth,lhb_enable,lhb_size_mb,hbm_capacity_gb,hbf_capacity_gb,sram_capacity_mb,hbm_bw_gbs,hbf_bw_gbs,bridge_bw_gbs,hbf_latency_us,compute_tflops_bf16,compute_efficiency,p_compute_w,p_hbm_w,p_hbf_w,p_sram_w,p_bridge_w,random_seed,tail_jitter_sigma,burst_probability,traffic_burst_factor,thermal_model_enable,ambient_temp_c,thermal_hotspot_gain,thermal_rc_tau_steps,thermal_throttle_start_c,thermal_throttle_max,thermal_shutdown_c,process_slowdown_sigma,tokens_per_sec_train,step_time_ms,step_p50_ms,step_p90_ms,step_p99_ms,step_p999_ms,step_max_ms,tail_ratio_p99_p50,stall_ratio,hbm_util,hbf_util,bridge_util,sram_hit_ratio,lhb_hit_ratio,overlap_efficiency,shared_context_reuse_ratio,batch_gain,expert_balance_score,thermal_peak_c,thermal_avg_c,thermal_throttle_ratio,burst_event_ratio,power_w,throughput_per_watt,train_stability_score,convergence_proxy,process_factor,model_hbm_resident_gb,model_hbf_resident_gb,trainable_ratio,trainable_gb,optimizer_gb,activation_stored_gb,activation_offload_gb,oom_hbm,oom_hbf,tokens_per_sec_train_std,step_time_ms_std,step_p99_ms_std,tail_ratio_p99_p50_std,train_stability_score_std,convergence_proxy_std,step_p99_worst_ms,tokens_per_sec_p05,tokens_per_sec_p95,seed_count
full_ft,prefetch_accuracy,compute_top,memory_bottom,1.0,1.0,180.0,80,8192,64,4,4096,4,16,1,full_finetune,64,0.35,1.2,0.65,0.35,0.97,2,1,64.0,192.0,2048.0,768.0,6400.0,4800.0,4800.0,6.0,1100.0,0.68,520.0,140.0,55.0,65.0,42.0,42,0.07,0.06,1.5,1,35.0,1.05,140.0,86.0,0.3,125.0,0.035,2343.3800388698132,112182.44261268499,109833.02653052198,122638.21727559705,172276.6114476472,182737.01520892864,183896.46096905752,1.5706884447360683,0.00031065197583733087,5.0327129379229526e-05,0.0017875442103294458,0.0018175541085117166,0.854701,0.75,0.8644402000000001,0.0,1.0,0.80375,74.67554553255458,57.9595403709443,0.0,0.044444444444444446,561.5922758350424,4.171967779071555,29.69726772587829,0.2549197096975214,1.0089166682698842,289.18125,1096.14375,1.0,180.0,720.0,46.12499999999999,16.143749999999997,1.0,0.0,122.80744015215026,6044.700270271989,10651.591905109357,0.08525318898107517,0.5070602763543924,0.008874142273772465,184703.49228995858,2196.822754507231,2458.121268666693,3
full_ft,sram_capacity_mb,compute_top,memory_bottom,1.0,1.0,180.0,80,8192,64,4,4096,4,16,1,full_finetune,64,0.35,1.2,0.65,0.35,0.9,2,1,64.0,192.0,2048.0,256.0,6400.0,4800.0,4800.0,6.0,1100.0,0.68,520.0,140.0,55.0,65.0,42.0,42,0.07,0.06,1.5,1,35.0,1.05,140.0,86.0,0.3,125.0,0.035,2342.2657094014835,112235.54127472157,109884.99422710581,122696.32091489159,172358.22048847322,182823.57169557727,183983.56344439523,1.5706884447360683,0.000784830788838697,5.030319770686162e-05,0.0017885705504586864,0.0018185286511198122,0.3268350000000001,0.75,0.7203670000000001,0.0,1.0,0.80375,72.67997836846409,56.80474075188747,0.0,0.044444444444444446,527.0410909465589,4.443314215267962,24.033607725878298,0.2548284302760187,1.0089166682698842,289.18125,1096.14375,1.0,180.0,720.0,46.12499999999999,16.143749999999997,1.0,0.0,122.69702951146233,6044.944020481602,10654.187468269447,0.0852531889810753,0.5070602763543909,0.008875039883797882,184785.4894708573,2195.8391575080036,2456.899607572496,3
full_ft,sram_capacity_mb,compute_top,memory_bottom,1.0,1.0,180.0,80,8192,64,4,4096,4,16,1,full_finetune,64,0.35,1.2,0.65,0.35,0.9,2,1,64.0,192.0,2048.0,512.0,6400.0,4800.0,4800.0,6.0,1100.0,0.68,520.0,140.0,55.0,65.0,42.0,42,0.07,0.06,1.5,1,35.0,1.05,140.0,86.0,0.3,125.0,0.035,2342.8675006789276,112206.85916691837,109856.92302872655,122664.93528704175,172314.13803484986,182776.81679844987,183936.51362257786,1.5706884447360683,0.0005287513843161055,5.031612195601322e-05,0.001789030082505815,0.0018189958802115559,0.6696675000000001,0.75,0.7889335000000002,0.0,1.0,0.80375,73.6296973721137,57.35432643527662,0.0,0.044444444444444446,549.4548557262975,4.263180795587747,27.461932725878295,0.25487772556138927,1.0089166682698842,289.18125,1096.14375,1.0,180.0,720.0,46.12499999999999,16.143749999999997,1.0,0.0,122.75665053478353,6044.812354137205,10652.785305426663,0.08525318898107545,0.5070602763543953,0.008874554989456494,184741.19735704703,2196.3703539743574,2457.5593568583367,3
full_ft,sram_capacity_mb,compute_top,memory_bottom,1.0,1.0,180.0,80,8192,64,4,4096,4,16,1,full_finetune,64,0.35,1.2,0.65,0.35,0.9,2,1,64.0,192.0,2048.0,768.0,6400.0,4800.0,4800.0,6.0,1100.0,0.68,520.0,140.0,55.0,65.0,42.0,42,0.07,0.06,1.5,1,35.0,1.05,140.0,86.0,0.3,125.0,0.035,2343.0681666509286,112197.2984643173,109847.56596260013,122654.47341109179,172299.44388364212,182761.23183274074,183920.83034863873,1.5706884447360683,0.00044336234432046004,5.032043151834086e-05,0.0017891833124517424,0.0018191516767200064,0.7839450000000001,0.75,0.8117890000000002,0.0,1.0,0.80375,73.94627037333022,57.53752166307299,0.0,0.044444444444444446,556.926125459106,4.206357973328145,28.6047077258783,0.25489416295158845,1.0089166682698842,289.18125,1096.14375,1.0,180.0,720.0,46.12499999999999,16.143749999999997,1.0,0.0,122.77653417098713,6044.768465718882,10652.317984162399,0.08525318898107545,0.5070602763543924,0.008874393376574124,184726.4333191103,2196.54747661701,2457.779352042016,3
full_ft,sram_capacity_mb,compute_top,memory_bottom,1.0,1.0,180.0,80,8192,64,4,4096,4,16,1,full_finetune,64,0.35,1.2,0.65,0.35,0.9,2,1,64.0,192.0,2048.0,1024.0,6400.0,4800.0,4800.0,6.0,1100.0,0.68,520.0,140.0,55.0,65.0,42.0,42,0.07,0.06,1.5,1,35.0,1.05,140.0,86.0,0.3,125.0,0.035,2343.1685125568383,112192.51811301678,109842.88742953695,122649.24247311684,172292.09680803827,182753.43934988618,183912.9887116692,1.5706884447360683,0.0004006623399886652,5.032258657697652e-05,0.00178925993729044,0.0018192295850052139,0.84108375,0.75,0.8232167500000002,0.0,1.0,0.80375,74.10455687393849,57.62911927697119,0.0,0.044444444444444446,560.6617631027503,4.178514403408244,29.1760952258783,0.2549023827024223,1.0089166682698842,289.18125,1096.14375,1.0,180.0,720.0,46.12499999999999,16.143749999999997,1.0,0.0,122.78647785786372,6044.746521577816,10652.084335973363,0.08525318898107545,0.5070602763543924,0.0088743125736412,184719.05130014196,2196.63604865858,2457.8893644063796,3
full_ft,hbf_latency_us,compute_top,memory_bottom,1.0,1.0,180.0,80,8192,64,4,4096,4,16,1,full_finetune,64,0.35,1.2,0.65,0.35,0.9,2,1,64.0,192.0,2048.0,768.0,6400.0,4800.0,4800.0,4.0,1100.0,0.68,520.0,140.0,55.0,65.0,42.0,42,0.07,0.06,1.5,1,35.0,1.05,140.0,86.0,0.3,125.0,0.035,2343.112071559364,112195.2068398382,109845.51888830244,122652.18463413185,172296.22919873366,182757.82226158856,183917.399270291,1.5706884447360683,0.00042467957022894535,5.032137443326314e-05,0.001789216838548262,0.0018191857643700942,0.7839450000000001,0.75,0.8217890000000002,0.0,1.0,0.80375,74.08478101681494,57.61767533627917,0.0,0.044444444444444446,556.9355844957149,4.2063651811902725,28.704707725878297,0.25489775938560105,1.0089166682698842,289.18125,1096.14375,1.0,180.0,720.0,46.12499999999999,16.143749999999997,1.0,0.0,122.7808848399317,6044.758864138066,10652.21575126762,0.08525318898107544,0.5070602763543927,0.008874358021270606,184723.203344866,2196.58623009648,2457.827486320482,3
full_ft,hbf_latency_us,compute_top,memory_bottom,1.0,1.0,180.0,80,8192,64,4,4096,4,16,1,full_finetune,64,0.35,1.2,0.65,0.35,0.9,2,1,64.0,192.0,2048.0,768.0,6400.0,4800.0,4800.0,6.0,1100.0,0.68,520.0,140.0,55.0,65.0,42.0,42,0.07,0.06,1.5,1,35.0,1.05,140.0,86.0,0.3,125.0,0.035,2343.0681666509286,112197.2984643173,109847.56596260013,122654.47341109179,172299.44388364212,182761.23183274074,183920.83034863873,1.5706884447360683,0.00044336234432046004,5.032043151834086e-05,0.0017891833124517424,0.0018191516767200064,0.7839450000000001,0.75,0.8117890000000002,0.0,1.0,0.80375,73.94627037333022,57.53752166307299,0.0,0.044444444444444446,556.926125459106,4.206357973328145,28.6047077258783,0.25489416295158845,1.0089166682698842,289.18125,1096.14375,1.0,180.0,720.0,46.12499999999999,16.143749999999997,1.0,0.0,122.77653417098713,6044.768465718882,10652.317984162399,0.08525318898107545,0.5070602763543924,0.008874393376574124,184726.4333191103,2196.54747661701,2457.779352042016,3
full_ft,hbf_latency_us,compute_top,memory_bottom,1.0,1.0,180.0,80,8192,64,4,4096,4,16,1,full_finetune,64,0.35,1.2,0.65,0.35,0.9,2,1,64.0,192.0,2048.0,768.0,6400.0,4800.0,4800.0,8.0,1100.0,0.68,520.0,140.0,55.0,65.0,42.0,42,0.07,0.06,1.5,1,35.0,1.05,140.0,86.0,0.3,125.0,0.035,2343.0242633915464,112199.3900887964,109849.61303689783,122656.76218805175,172302.65856855057,182764.64140389292,183924.26142698643,1.5706884447360683,0.0004620444184103069,5.031948863883415e-05,0.0017891497876144514,0.0018191175903502393,0.7839450000000001,0.75,0.8017890000000002,0.0,1.0,0.80375,73.80775972984547,57.4573679898668,0.0,0.044444444444444446,556.9166667769741,4.20635076549077,28.504707725878294,0.2548905666523261,1.0089166682698842,289.18125,1096.14375,1.0,180.0,720.0,46.12499999999999,16.143749999999997,1.0,0.0,122.77218374056946,6044.778067308388,10652.42021864532,0.08525318898107538,0.5070602763543895,0.008874428732325785,184729.6632933546,2196.5087245058326,2457.731219649067,3
full_ft,hbf_latency_us,compute_top,memory_bottom,1.0,1.0,180.0,80,8192,64,4,4096,4,16,1,full_finetune,64,0.35,1.2,0.65,0.35,0.9,2,1,64.0,192.0,2048.0,768.0,6400.0,4800.0,4800.0,10.0,1100.0,0.68,520.0,140.0,55.0,65.0,42.0,42,0.07,0.06,1.5,1,35.0,1.05,140.0,86.0,0.3,125.0,0.035,2342.9803617811244,112201.4817132755,109851.66011119554,122659.0509650117,172305.87325345902,182768.0509750451,183927.69250533418,1.5706884447360683,0.00048072579253791533,5.031854579474101e-05,0.001789116264036318,0.0018190835052607202,0.7839450000000001,0.75,0.7917890000000002,0.0,1.0,0.80375,73.66924908636075,57.377214316660634,0.0,0.044444444444444446,556.9072084493,4.206343557678144,28.404707725878296,0.25488697048780656,1.0089166682698842,289.18125,1096.14375,1.0,180.0,720.0,46.12499999999999,16.143749999999997,1.0,0.0,122.76783354866143,6044.787668906582,10652.522454716382,0.08525318898107517,0.5070602763543922,0.008874464088525089,184732.89326759893,2196.469973762874,2457.6830891415257,3
full_ft,hbf_latency_us,compute_top,memory_bottom,1.0,1.0,180.0,80,8192,64,4,4096,4,16,1,full_finetune,64,0.35,1.2,0.65,0.35,0.9,2,1,64.0,192.0,2048.0,768.0,6400.0,4800.0,4800.0,12.0,1100.0,0.68,520.0,140.0,55.0,65.0,42.0,42,0.07,0.06,1.5,1,35.0,1.05,140.0,86.0,0.3,125.0,0.035,2342.93646181957,112203.5733377546,109853.70718549324,122661.33974197165,172309.08793836748,182771.46054619728,183931.12358368188,1.5706884447360683,0.0004994064667427123,5.031760298605941e-05,0.0017890827417172712,0.0018190494214513767,0.7839450000000001,0.75,0.7817890000000003,0.0,1.0,0.80375,73.530738442876,57.29706064345445,0.0,0.044444444444444446,556.8977504760634,4.206336349890269,28.3047077258783,0.25488337445802217,1.0089166682698842,289.18125,1096.14375,1.0,180.0,720.0,46.12499999999999,16.143749999999997,1.0,0.0,122.76348359524565,6044.797270513472,10652.624692375497,0.08525318898107527,0.5070602763543927,0.008874499445171529,184736.12324184322,2196.431224388062,2457.634960519281,3
full_ft,bridge_bw_gbs,compute_top,memory_bottom,1.0,1.0,180.0,80,8192,64,4,4096,4,16,1,full_finetune,64,0.35,1.2,0.65,0.35,0.9,2,1,64.0,192.0,2048.0,768.0,6400.0,4800.0,3200.0,6.0,1100.0,0.68,520.0,140.0,55.0,65.0,42.0,42,0.07,0.06,1.5,1,35.0,1.05,140.0,86.0,0.3,125.0,0.035,2342.559429938401,112221.54034976159,109871.29151234224,122681.00028980494,172336.7020167672,182800.74869349235,183960.59647735205,1.5706884447360683,0.0006598442573582988,5.03095057368088e-05,0.001788794837524107,0.0027281350424045825,0.7839450000000001,0.75,0.8117890000000002,0.0,1.0,0.80375,73.94627037333022,57.53752166307299,0.0,0.044444444444444446,556.8547151636632,4.205985305421734,28.6047077258783,0.2548524901833286,1.0089166682698842,289.18125,1096.14375,1.0,180.0,720.0,46.12499999999999,16.143749999999997,1.0,0.0,122.72612740396971,6044.879748480544,10653.502977205313,0.08525318898107516,0.5070602763543924,0.008874803176392696,184763.86865532902,2196.098424383377,2457.2216142639268,3
full_ft,bridge_bw_gbs,compute_top,memory_bottom,1.0,1.0,180.0,80,8192,64,4,4096,4,16,1,full_finetune,64,0.35,1.2,0.65,0.35,0.9,2,1,64.0,192.0,2048.0,768.0,6400.0,4800.0,4000.0,6.0,1100.0,0.68,520.0,140.0,55.0,65.0,42.0,42,0.07,0.06,1.5,1,35.0,1.05,140.0,86.0,0.3,125.0,0.035,2342.864645392421,112206.99521849502,109857.05618249699,122665.08416257706,172314.34713689217,182777.03857704138,183936.73680012405,1.5706884447360683,0.000529966389646597,5.03160606350277e-05,0.0017890279021889794,0.0021827923960499635,0.7839450000000001,0.75,0.8117890000000002,0.0,1.0,0.80375,73.94627037333022,57.53752166307299,0.0,0.044444444444444446,556.89755761927,4.206208898223481,28.6047077258783,0.25487749167286317,1.0089166682698842,289.18125,1096.14375,1.0,180.0,720.0,46.12499999999999,16.143749999999997,1.0,0.0,122.75636762081753,6044.812978683464,10652.791955783516,0.08525318898107526,0.5070602763543924,0.008874557289322094,184741.4074535978,2196.3678336739476,2457.5562265471754,3
full_ft,bridge_bw_gbs,compute_top,memory_bottom,1.0,1.0,180.0,80,8192,64,4,4096,4,16,1,full_finetune,64,0.35,1.2,0.65,0.35,0.9,2,1,64.0,192.0,2048.0,768.0,6400.0,4800.0,4800.0,6.0,1100.0,0.68,520.0,140.0,55.0,65.0,42.0,42,0.07,0.06,1.5,1,35.0,1.05,140.0,86.0,0.3,125.0,0.035,2343.0681666509286,112197.2984643173,109847.56596260013,122654.47341109179,172299.44388364212,182761.23183274074,183920.83034863873,1.5706884447360683,0.00044336234432046004,5.032043151834086e-05,0.0017891833124517424,0.0018191516767200064,0.7839450000000001,0.75,0.8117890000000002,0.0,1.0,0.80375,73.94627037333022,57.53752166307299,0.0,0.044444444444444446,556.926125459106,4.206357973328145,28.6047077258783,0.25489416295158845,1.0089166682698842,289.18125,1096.14375,1.0,180.0,720.0,46.12499999999999,16.143749999999997,1.0,0.0,122.77653417098713,6044.768465718882,10652.317984162399,0.08525318898107545,0.5070602763543924,0.008874393376574124,184726.4333191103,2196.54747661701,2457.779352042016,3
full_ft,bridge_bw_gbs,compute_top,memory_bottom,1.0,1.0,180.0,80,8192,64,4,4096,4,16,1,full_finetune,64,0.35,1.2,0.65,0.35,0.9,2,1,64.0,192.0,2048.0,768.0,6400.0,4800.0,6400.0,6.0,1100.0,0.68,520.0,140.0,55.0,65.0,42.0,42,0.07,0.06,1.5,1,35.0,1.05,140.0,86.0,0.3,125.0,0.035,2343.1249207762176,112194.59471957594,109844.91980578621,122651.51481659674,172295.2884114227,182756.82444022593,183916.3951547822,1.570688444736068,0.0004192118671855077,5.032165038688069e-05,0.001789226650300519,0.0013643968053500249,0.7839450000000001,0.75,0.8117890000000002,0.0,1.0,0.80375,73.94627037333022,57.53752166307299,0.0,0.044444444444444446,556.919251223311,4.2065118773041315,28.604707725878303,0.25489881191843694,1.0089166682698842,289.18125,1096.14375,1.0,180.0,720.0,46.12499999999999,16.143749999999997,1.0,0.0,122.7821581215441,6044.756054207898,10652.185832800586,0.08525318898107537,0.507060276354392,0.008874347674518395,184722.2580830844,2196.5975716788776,2457.8415733200627,3
full_ft,traffic_burst_factor,compute_top,memory_bottom,1.0,1.0,180.0,80,8192,64,4,4096,4,16,1,full_finetune,64,0.35,1.2,0.65,0.35,0.9,2,1,64.0,192.0,2048.0,768.0,6400.0,4800.0,4800.0,6.0,1100.0,0.68,520.0,140.0,55.0,65.0,42.0,42,0.07,0.06,1.0,1,35.0,1.05,140.0,86.0,0.3,125.0,0.035,2397.113812656517,109709.82789273025,109709.26545033562,119422.67313596734,128065.12151939789,130331.46657944164,130616.7515154615,1.1675248306496115,0.00044336234432046004,5.148113194839962e-05,0.0018304529474201898,0.0018611125675510284,0.7839450000000001,0.75,0.8117890000000002,0.0,1.0,0.80375,73.15430267418623,56.93787668240095,0.0,0.044444444444444446,568.2191428705245,4.217206991054326,32.359201693503884,0.32059780738503624,1.0089166682698842,289.18125,1096.14375,1.0,180.0,720.0,46.12499999999999,16.143749999999997,1.0,0.0,133.83183633432958,6301.055057951252,7887.999036737061,0.02042743344956691,0.20427433449567028,0.003575722078657278,139220.41217368792,2237.85786406406,2523.8950768482805,3
full_ft,traffic_burst_factor,compute_top,memory_bottom,1.0,1.0,180.0,80,8192,64,4,4096,4,16,1,full_finetune,64,0.35,1.2,0.65,0.35,0.9,2,1,64.0,192.0,2048.0,768.0,6400.0,4800.0,4800.0,6.0,1100.0,0.68,520.0,140.0,55.0,65.0,42.0,42,0.07,0.06,1.5,1,35.0,1.05,140.0,86.0,0.3,125.0,0.035,2343.0681666509286,112197.2984643173,109847.56596260013,122654.47341109179,172299.44388364212,182761.23183274074,183920.83034863873,1.5706884447360683,0.00044336234432046004,5.032043151834086e-05,0.0017891833124517424,0.0018191516767200064,0.7839450000000001,0.75,0.8117890000000002,0.0,1.0,0.80375,73.94627037333022,57.53752166307299,0.0,0.044444444444444446,556.926125459106,4.206357973328145,28.6047077258783,0.25489416295158845,1.0089166682698842,289.18125,1096.14375,1.0,180.0,720.0,46.12499999999999,16.143749999999997,1.0,0.0,122.77653417098713,6044.768465718882,10652.317984162399,0.08525318898107545,0.5070602763543924,0.008874393376574124,184726.4333191103,2196.54747661701,2457.779352042016,3
full_ft,traffic_burst_factor,compute_top,memory_bottom,1.0,1.0,180.0,80,8192,64,4,4096,4,16,1,full_finetune,64,0.35,1.2,0.65,0.35,0.9,2,1,64.0,192.0,2048.0,768.0,6400.0,4800.0,4800.0,6.0,1100.0,0.68,520.0,140.0,55.0,65.0,42.0,42,0.07,0.06,2.0,1,35.0,1.05,140.0,86.0,0.3,125.0,0.035,2291.4607029552235,114684.76903590438,109847.56596260013,122654.47341109179,234500.5166362688,254226.24704433433,256525.4063901999,2.138979150348223,0.00044336234432046004,4.92120942195388e-05,0.0017497754906237097,0.0017790837839247668,0.7839450000000001,0.75,0.8117890000000002,0.0,1.0,0.80375,74.34654052967583,57.80378121471974,0.0,0.044444444444444446,545.8628367676525,4.197713426546464,28.034450000000007,0.2449146527487183,1.0089166682698842,289.18125,1096.14375,1.0,180.0,720.0,46.12499999999999,16.143749999999997,1.0,0.0,112.578112404377,5789.796621816502,17093.064737029294,0.16300207497679675,0.0,4.118278850543276e-06,250121.37934824367,2156.743084041845,2395.045961559032,3
full_ft,traffic_burst_factor,compute_top,memory_bottom,1.0,1.0,180.0,80,8192,64,4,4096,4,16,1,full_finetune,64,0.35,1.2,0.65,0.35,0.9,2,1,64.0,192.0,2048.0,768.0,6400.0,4800.0,4800.0,6.0,1100.0,0.68,520.0,140.0,55.0,65.0,42.0,42,0.07,0.06,2.8,1,35.0,1.05,140.0,86.0,0.3,125.0,0.035,2213.5549269608086,118664.72195044368,109847.56596260013,122654.47341109179,334855.86466253083,368730.27487163414,372692.7280566978,3.056001222891915,0.00044336234432046004,4.753896651390591e-05,0.0016902860927748866,0.0017185979538308926,0.7839450000000001,0.75,0.8117890000000002,0.0,1.0,0.80375,74.37691585722764,57.80909297737795,0.0,0.044444444444444446,529.1554072227182,4.183957524219285,28.034450000000007,0.2449146527487183,1.0089166682698842,289.18125,1096.14375,1.0,180.0,720.0,46.12499999999999,16.143749999999997,1.0,0.0,97.85693950146238,5385.042142563159,27185.365018024968,0.2790376925675575,0.0,4.118278850543276e-06,354753.29299485707,2095.987555666123,2301.084409874377,3
lora_sft,sequence_len,compute_top,memory_bottom,1.0,1.0,180.0,80,8192,64,4,2048,8,16,1,lora_sft,64,0.35,1.2,0.45,0.2,0.92,2,1,64.0,192.0,2048.0,768.0,6400.0,4800.0,4800.0,6.0,1100.0,0.68,520.0,140.0,55.0,65.0,42.0,42,0.07,0.06,1.5,1,35.0,1.05,140.0,86.0,0.3,125.0,0.035,2507.178178306899,104853.42936777475,102657.50714994741,114626.10481166473,161021.56125846712,170798.5750484577,171882.27337757638,1.5706884447360683,0.00020960649029401444,8.872968216954001e-07,0.0010055198766194334,0.0009865688802673934,0.763661,0.75,0.8487322,0.0,1.0,0.80375,74.45797301376872,57.83363498107203,0.0,0.044444444444444446,555.640047758216,4.511389437286063,72.02966931469574,0.728397602724253,1.0089166682698842,58.837500000000006,205.98750000000004,0.015625,2.8125,11.25,59.625,11.925000000000002,0.0,0.0,131.40311124090633,5650.304307379604,9956.188846778434,0.08525318898107528,1.2676506908859808,0.02535414612489003,172637.65282017778,2350.3631289445066,2629.9514348460043,3
lora_sft,sequence_len,compute_top,memory_bottom,1.0,1.0,180.0,80,8192,64,4,4096,8,16,1,lora_sft,64,0.35,1.2,0.45,0.2,0.92,2,1,64.0,192.0,2048.0,768.0,6400.0,4800.0,4800.0,6.0,1100.0,0.68,520.0,140.0,55.0,65.0,42.0,42,0.07,0.06,1.5,1,35.0,1.05,140.0,86.0,0.3,125.0,0.035,2507.1157648769663,209712.05267246393,205320.09760947918,229257.89313069903,322051.10524556506,341605.616768465,343773.06683352473,1.5706884447360683,0.00024858198208703805,4.669867018008542e-07,0.0008829119568587187,0.000865863913678564,0.584786,0.75,0.8129572,0.0,1.0,0.80375,73.96245118670213,57.54688521517695,0.0,0.044444444444444446,543.9887360667882,4.6078856922710045,67.55779431469574,0.728376166203767,1.0089166682698842,106.53750000000001,217.9125,0.015625,2.8125,11.25,119.25,23.850000000000005,0.0,0.0,131.39692530587254,11300.632457230873,19912.631514654793,0.08525318898107538,1.2676506908859861,0.02535435676468142,345283.3263355749,2350.308039971863,2629.883007874751,3
lora_sft,sequence_len,compute_top,memory_bottom,1.0,1.0,180.0,80,8192,64,4,8192,8,16,1,lora_sft,64,0.35,1.2,0.45,0.2,0.92,2,1,64.0,192.0,2048.0,768.0,6400.0,4800.0,4800.0,6.0,1100.0,0.68,520.0,140.0,55.0,65.0,42.0,42,0.07,0.06,1.5,1,35.0,1.05,140.0,86.0,0.3,125.0,0.035,2506.8750025539352,419464.181844278,410679.4181160801,458559.64029411954,644163.8053514559,683276.5625084684,687611.874726473,1.5706884447360683,0.0003514221432205402,2.568180209779487e-07,0.0008215416111039773,0.000805446354429309,0.2270359999999999,0.75,0.7414071999999999,0.0,1.0,0.80375,72.97140753256883,56.97338568338672,0.0,0.044444444444444446,520.6805744859315,4.813660863062148,23.445617725878293,0.25491186144030015,1.0089166682698842,201.9375,241.76249999999996,0.015625,2.8125,11.25,238.5,47.70000000000001,1.0,0.0,131.37306414150538,22601.448883887333,39827.22161511914,0.08525318898107521,0.5070602763543907,0.008874219420343367,690628.5404822727,2350.095530493539,2629.6190494471994,3
lora_sft,sequence_len,compute_top,memory_bottom,1.0,1.0,180.0,80,8192,64,4,16384,8,16,1,lora_sft,64,0.35,1.2,0.45,0.2,0.92,2,1,64.0,192.0,2048.0,768.0,6400.0,4800.0,4800.0,6.0,1100.0,0.68,520.0,140.0,55.0,65.0,42.0,42,0.07,0.06,1.5,1,35.0,1.05,140.0,86.0,0.3,125.0,0.035,2238.3500430066047,939571.0379934455,919893.7791576717,1027142.1569492418,1442882.768944434,1530492.6681320083,1540203.4720900056,1.5706884447360683,0.0003246926459345384,1.3550068512133256e-07,0.0007061813743010006,0.0006922348010435391,0.15,0.75,0.7260000000000001,0.0,1.0,0.80375,72.75800141393903,56.849891316004495,0.0,0.044444444444444446,515.6776283019789,4.3397347284295575,22.675257725878296,0.25491700686852775,1.0089166682698842,392.7375,289.4625,0.015625,2.8125,11.25,477.0,95.40000000000002,1.0,0.0,117.30419611596002,50627.1136189255,89211.57234321993,0.08525318898107537,0.5070602763543924,0.008874168852041574,1546963.565632036,2098.360299346109,2347.9495694086054,3
lora_sft,micro_batch_size,compute_top,memory_bottom,1.0,1.0,180.0,80,8192,64,4,4096,2,16,1,lora_sft,64,0.35,1.2,0.45,0.2,0.92,2,1,64.0,192.0,2048.0,768.0,6400.0,4800.0,4800.0,6.0,1100.0,0.68,520.0,140.0,55.0,65.0,42.0,42,0.07,0.06,1.5,1,35.0,1.05,140.0,86.0,0.3,125.0,0.035,2434.0906299694884,54000.90533642375,52869.975804969785,59033.964134467096,82928.2391727274,87963.53071382658,88521.6496379397,1.570688444736068,0.00020874313700297196,1.6775234287394408e-06,0.001214232443699434,0.0011921397587723315,0.8530985000000001,0.75,0.8666197000000001,0.0,1.0,0.80375,74.70573392730209,57.9770098640196,0.0,0.044444444444444446,561.460657873732,4.334477845328188,74.26560681469573,0.7283980775685631,1.0089166682698842,34.987500000000004,200.025,0.015625,2.8125,11.25,29.8125,5.962500000000001,0.0,0.0,127.56959791525668,2909.913095399318,5127.505145144382,0.08525318898107517,1.2676506908859808,0.025354141426095586,88910.53648185663,2281.8503956194954,2553.281902025837,3
lora_sft,micro_batch_size,compute_top,memory_bottom,1.0,1.0,180.0,80,8192,64,4,4096,4,16,1,lora_sft,64,0.35,1.2,0.45,0.2,0.92,2,1,64.0,192.0,2048.0,768.0,6400.0,4800.0,4800.0,6.0,1100.0,0.68,520.0,140.0,55.0,65.0,42.0,42,0.07,0.06,1.5,1,35.0,1.05,140.0,86.0,0.3,125.0,0.035,2458.0293172091497,106950.00033504156,104710.17027182774,116918.08238310157,164241.2276753235,174213.7353755684,175319.102554475,1.570688444736068,0.0002054974648079753,8.699029130297497e-07,0.000985808410886923,0.0009672289158088766,0.763661,0.75,0.8487322,0.0,1.0,0.80375,74.45797301376872,57.83363498107203,0.0,0.044444444444444446,555.6405093900743,4.4229478192009175,72.02966931469574,0.7283998626882703,1.0089166682698842,58.837500000000006,205.98750000000004,0.015625,2.8125,11.25,59.625,11.925000000000002,0.0,0.0,128.827718992366,5763.308109232151,10155.288305950684,0.0852531889810751,1.26765069088598,0.025354123922221056,176089.63743076997,2304.2877236956338,2578.3963625859524,3
